1.0   0   0
501.0   0   0
1001.0   0   0
1501.0   0   0
2001.0   0   0
2501.0   0   0
3001.0   0   0
3501.0   0   0
4001.0   1   1
4501.0   0   0
5001.0   0   0
5501.0   0   0
6001.0   0   0
6501.0   0   0
7001.0   0   0
7501.0   0   0
8001.0   0   0
8501.0   0   0
9001.0   0   1
9501.0   0   0
10001.0   0   0
10501.0   0   0
11001.0   0   0
11501.0   0   0
12001.0   0   0
12501.0   0   1
13001.0   0   0
13501.0   0   0
14001.0   0   0
14501.0   0   0
15001.0   0   0
15501.0   0   0
16001.0   0   0
16501.0   0   0
17001.0   0   0
17501.0   0   0
18001.0   0   0
18501.0   0   0
19001.0   0   0
19501.0   0   0
20001.0   0   0
20501.0   0   0
21001.0   0   0
21501.0   0   0
22001.0   0   0
22501.0   0   0
23001.0   0   0
23501.0   0   0
24001.0   0   0
24501.0   0   0
25001.0   0   0
25501.0   0   0
26001.0   0   0
26501.0   0   0
27001.0   0   0
27501.0   0   0
28001.0   0   0
28501.0   0   0
29001.0   0   0
29501.0   0   0
30001.0   0   0
30501.0   0   0
31001.0   0   0
31501.0   0   0
32001.0   0   0
32501.0   0   0
33001.0   0   0
33501.0   0   0
34001.0   0   0
34501.0   0   0
35001.0   0   0
35501.0   0   0
36001.0   0   0
36501.0   0   0
37001.0   0   0
37501.0   0   0
38001.0   0   0
38501.0   0   0
39001.0   0   0
39501.0   0   0
40001.0   0   0
40501.0   0   0
41001.0   0   0
41501.0   0   0
42001.0   0   0
42501.0   0   0
43001.0   0   0
43501.0   0   0
44001.0   0   0
44501.0   0   0
45001.0   0   0
45501.0   0   0
46001.0   0   0
46501.0   0   0
47001.0   0   0
47501.0   0   0
48001.0   0   0
48501.0   0   0
49001.0   0   0
49501.0   0   0
50001.0   0   0
50501.0   0   0
51001.0   0   0
51501.0   0   0
52001.0   0   0
52501.0   0   0
53001.0   0   0
53501.0   0   0
54001.0   0   0
54501.0   0   0
55001.0   0   0
55501.0   0   0
56001.0   0   0
56501.0   0   0
57001.0   0   0
57501.0   0   1
58001.0   0   0
58501.0   0   0
59001.0   0   0
59501.0   0   0
60001.0   0   0
60501.0   0   0
61001.0   0   0
61501.0   0   0
62001.0   0   0
62501.0   0   0
63001.0   1   0
63501.0   0   0
64001.0   0   0
64501.0   0   0
65001.0   0   0
65501.0   0   0
66001.0   0   0
66501.0   0   0
67001.0   0   0
67501.0   0   0
68001.0   0   0
68501.0   0   0
69001.0   0   0
69501.0   1   0
70001.0   0   0
70501.0   0   0
71001.0   0   0
71501.0   0   0
72001.0   1   0
72501.0   0   0
73001.0   0   0
73501.0   0   0
74001.0   0   0
74501.0   0   0
75001.0   0   0
75501.0   0   0
76001.0   0   0
76501.0   0   0
77001.0   0   0
77501.0   0   0
78001.0   0   0
78501.0   0   0
79001.0   0   0
79501.0   0   0
80001.0   0   0
80501.0   0   0
81001.0   0   0
81501.0   0   0
82001.0   0   0
82501.0   0   0
83001.0   0   0
83501.0   1   0
84001.0   0   0
84501.0   0   0
85001.0   0   0
85501.0   0   0
86001.0   0   0
86501.0   0   0
87001.0   0   0
87501.0   0   0
88001.0   0   0
88501.0   0   0
89001.0   0   0
89501.0   0   0
90001.0   0   0
90501.0   0   0
91001.0   0   0
91501.0   0   0
92001.0   0   0
92501.0   0   0
93001.0   0   0
93501.0   0   0
94001.0   0   0
94501.0   0   0
95001.0   0   0
95501.0   0   0
96001.0   0   0
96501.0   0   0
97001.0   0   0
97501.0   0   0
98001.0   0   0
98501.0   0   0
99001.0   0   0
99501.0   0   0
100001.0   0   0
100501.0   0   0
101001.0   0   0
101501.0   0   0
102001.0   0   0
102501.0   0   0
103001.0   0   0
103501.0   0   0
104001.0   0   0
104501.0   0   0
105001.0   0   0
105501.0   0   0
106001.0   0   0
106501.0   0   0
107001.0   0   0
107501.0   0   0
108001.0   0   0
108501.0   0   0
109001.0   0   0
109501.0   0   0
110001.0   0   0
110501.0   0   0
111001.0   0   0
111501.0   0   0
112001.0   0   0
112501.0   0   0
113001.0   0   0
113501.0   0   0
114001.0   0   0
114501.0   0   0
115001.0   0   0
115501.0   0   0
116001.0   0   0
116501.0   0   0
117001.0   0   0
117501.0   0   0
118001.0   0   0
118501.0   0   0
119001.0   0   0
119501.0   0   0
120001.0   0   0
120501.0   0   0
121001.0   0   0
121501.0   0   0
122001.0   0   0
122501.0   0   0
123001.0   0   0
123501.0   0   0
124001.0   0   0
124501.0   0   0
125001.0   0   0
125501.0   0   0
126001.0   0   0
126501.0   0   0
127001.0   0   0
127501.0   0   0
128001.0   0   0
128501.0   0   0
129001.0   0   0
129501.0   0   0
130001.0   0   0
130501.0   0   0
131001.0   0   0
131501.0   0   0
132001.0   0   0
132501.0   0   0
133001.0   0   0
133501.0   0   0
134001.0   0   0
134501.0   0   0
135001.0   0   0
135501.0   0   0
136001.0   0   0
136501.0   0   0
137001.0   0   0
137501.0   0   0
138001.0   0   0
138501.0   0   0
139001.0   0   0
139501.0   0   0
140001.0   0   0
140501.0   0   0
141001.0   0   0
141501.0   0   0
142001.0   0   0
142501.0   0   0
143001.0   0   0
143501.0   0   0
144001.0   0   0
144501.0   0   0
145001.0   0   0
145501.0   0   0
146001.0   0   0
146501.0   0   0
147001.0   0   0
147501.0   0   0
148001.0   0   0
148501.0   0   0
149001.0   0   0
149501.0   0   0
150001.0   0   0
150501.0   0   0
151001.0   0   0
151501.0   0   0
152001.0   0   0
152501.0   0   0
153001.0   0   0
153501.0   0   0
154001.0   0   0
154501.0   0   0
155001.0   0   0
155501.0   0   0
156001.0   0   0
156501.0   0   0
157001.0   0   0
157501.0   1   0
158001.0   0   0
158501.0   0   0
159001.0   0   0
159501.0   0   1
160001.0   0   0
160501.0   0   0
161001.0   0   0
161501.0   0   0
162001.0   0   0
162501.0   0   0
163001.0   0   0
163501.0   0   0
164001.0   0   0
164501.0   1   1
165001.0   0   0
165501.0   0   0
166001.0   0   0
166501.0   0   0
167001.0   0   0
167501.0   0   0
168001.0   0   0
168501.0   0   0
169001.0   0   0
169501.0   0   0
170001.0   0   0
170501.0   0   0
171001.0   0   0
171501.0   0   0
172001.0   0   0
172501.0   0   0
173001.0   0   0
173501.0   0   0
174001.0   0   0
174501.0   0   0
175001.0   0   0
175501.0   0   0
176001.0   0   0
176501.0   1   0
177001.0   0   0
177501.0   0   0
178001.0   0   1
178501.0   0   0
179001.0   1   1
179501.0   0   0
180001.0   0   0
180501.0   0   0
181001.0   0   0
181501.0   0   0
182001.0   0   0
182501.0   0   0
183001.0   0   1
183501.0   0   0
184001.0   1   1
184501.0   0   0
185001.0   0   0
185501.0   0   0
186001.0   1   1
186501.0   0   0
187001.0   0   0
187501.0   0   0
188001.0   0   0
188501.0   0   0
189001.0   0   0
189501.0   0   0
190001.0   0   0
190501.0   0   0
191001.0   0   0
191501.0   0   0
192001.0   0   0
